side,agent,partner_1,partner_2,base_gap,bootstrap_flip_probability
model,Intern-S1-mini,korbench,math500,0.016571428571428515,0.198
model,Intern-S1-mini,korbench,mbpp,0.3085818656229616,0.0
model,Intern-S1-mini,korbench,medqa,0.11813812016953368,0.0
model,Intern-S1-mini,korbench,meld,0.16496604162639333,0.0
model,Intern-S1-mini,math500,mbpp,0.3251532941943901,0.0
model,Intern-S1-mini,math500,medqa,0.1347095487409622,0.0
model,Intern-S1-mini,math500,meld,0.18153747019782185,0.0
model,Intern-S1-mini,mbpp,medqa,0.1904437454534279,0.0
model,Intern-S1-mini,mbpp,meld,0.14361582399656825,0.0
model,Intern-S1-mini,medqa,meld,0.046827921456859656,0.01
model,Qwen2.5-Coder-7B-Instruct,emorynlp,finqa,0.01867379866155877,0.19
model,Qwen2.5-Coder-7B-Instruct,emorynlp,humaneval,0.2763123020910346,0.0
model,Qwen2.5-Coder-7B-Instruct,emorynlp,korbench,0.10938254727728419,0.0
model,Qwen2.5-Coder-7B-Instruct,emorynlp,math500,0.1065254044201413,0.0
model,Qwen2.5-Coder-7B-Instruct,emorynlp,mbpp,0.21792338879577516,0.0
model,Qwen2.5-Coder-7B-Instruct,emorynlp,medqa,0.20002827153557395,0.0
model,Qwen2.5-Coder-7B-Instruct,emorynlp,meld,0.027751288665753437,0.098
model,Qwen2.5-Coder-7B-Instruct,finqa,humaneval,0.29498610075259335,0.0
model,Qwen2.5-Coder-7B-Instruct,finqa,korbench,0.09070874861572542,0.0
model,Qwen2.5-Coder-7B-Instruct,finqa,math500,0.08785160575858253,0.0
model,Qwen2.5-Coder-7B-Instruct,finqa,mbpp,0.23659718745733394,0.0
model,Qwen2.5-Coder-7B-Instruct,finqa,medqa,0.18135447287401518,0.0
model,Qwen2.5-Coder-7B-Instruct,finqa,meld,0.04642508732731221,0.02
model,Qwen2.5-Coder-7B-Instruct,humaneval,korbench,0.38569484936831877,0.0
model,Qwen2.5-Coder-7B-Instruct,humaneval,math500,0.3828377065111759,0.0
model,Qwen2.5-Coder-7B-Instruct,humaneval,mbpp,0.058388913295259415,0.06
model,Qwen2.5-Coder-7B-Instruct,humaneval,medqa,0.47634057362660853,0.0
model,Qwen2.5-Coder-7B-Instruct,humaneval,meld,0.24856101342528114,0.0
model,Qwen2.5-Coder-7B-Instruct,korbench,math500,0.0028571428571428914,0.446
model,Qwen2.5-Coder-7B-Instruct,korbench,mbpp,0.32730593607305936,0.0
model,Qwen2.5-Coder-7B-Instruct,korbench,medqa,0.09064572425828976,0.0
model,Qwen2.5-Coder-7B-Instruct,korbench,meld,0.13713383594303763,0.0
model,Qwen2.5-Coder-7B-Instruct,math500,mbpp,0.32444879321591646,0.0
model,Qwen2.5-Coder-7B-Instruct,math500,medqa,0.09350286711543265,0.0
model,Qwen2.5-Coder-7B-Instruct,math500,meld,0.13427669308589474,0.0
model,Qwen2.5-Coder-7B-Instruct,mbpp,medqa,0.4179516603313491,0.0
model,Qwen2.5-Coder-7B-Instruct,mbpp,meld,0.19017210013002173,0.0
model,Qwen2.5-Coder-7B-Instruct,medqa,meld,0.2277795602013274,0.0
model,Qwen3-8B,emorynlp,finqa,0.05209508973278848,0.002
model,Qwen3-8B,emorynlp,humaneval,0.030856361683429256,0.212
model,Qwen3-8B,emorynlp,korbench,0.08059785828206883,0.0
model,Qwen3-8B,emorynlp,math500,0.16269309637730672,0.0
model,Qwen3-8B,emorynlp,mbpp,0.052453674659875216,0.024
model,Qwen3-8B,emorynlp,medqa,0.11147394903250502,0.0
model,Qwen3-8B,emorynlp,meld,5.965831049509207e-05,0.528
model,Qwen3-8B,finqa,humaneval,0.021238728049359223,0.316
model,Qwen3-8B,finqa,korbench,0.028502768549280355,0.046
model,Qwen3-8B,finqa,math500,0.11059800664451824,0.0
model,Qwen3-8B,finqa,mbpp,0.1045487643926637,0.0
model,Qwen3-8B,finqa,medqa,0.059378859299716535,0.0
model,Qwen3-8B,finqa,meld,0.05215474804328357,0.0
model,Qwen3-8B,humaneval,korbench,0.04974149659863958,0.12
model,Qwen3-8B,humaneval,math500,0.13183673469387747,0.0
model,Qwen3-8B,humaneval,mbpp,0.08331003634330447,0.026
model,Qwen3-8B,humaneval,medqa,0.08061758734907576,0.03
model,Qwen3-8B,humaneval,meld,0.03091601999392435,0.212
model,Qwen3-8B,korbench,math500,0.08209523809523789,0.0
model,Qwen3-8B,korbench,mbpp,0.13305153294194405,0.0
model,Qwen3-8B,korbench,medqa,0.03087609075043618,0.028
model,Qwen3-8B,korbench,meld,0.08065751659256393,0.0
model,Qwen3-8B,math500,mbpp,0.21514677103718194,0.0
model,Qwen3-8B,math500,medqa,0.05121914734480171,0.002
model,Qwen3-8B,math500,meld,0.16275275468780181,0.0
model,Qwen3-8B,mbpp,medqa,0.16392762369238023,0.0
model,Qwen3-8B,mbpp,meld,0.052394016349380124,0.008
model,Qwen3-8B,medqa,meld,0.11153360734300011,0.0
model,gemma-2-9b-it,emorynlp,finqa,0.050410116199589905,0.006
model,gemma-2-9b-it,emorynlp,humaneval,0.010322652642738572,0.424
model,gemma-2-9b-it,emorynlp,korbench,0.14098154477101843,0.0
model,gemma-2-9b-it,emorynlp,math500,0.33469583048530427,0.0
model,gemma-2-9b-it,emorynlp,mbpp,0.01955074485716146,0.188
model,gemma-2-9b-it,emorynlp,medqa,0.049101215676029764,0.016
model,gemma-2-9b-it,emorynlp,meld,0.0007690834911118216,0.438
model,gemma-2-9b-it,finqa,humaneval,0.04008746355685133,0.194
model,gemma-2-9b-it,finqa,korbench,0.09057142857142852,0.0
model,gemma-2-9b-it,finqa,math500,0.28428571428571436,0.0
model,gemma-2-9b-it,finqa,mbpp,0.06996086105675137,0.0
model,gemma-2-9b-it,finqa,medqa,0.0013089005235601414,0.438
model,gemma-2-9b-it,finqa,meld,0.05117919969070173,0.006
model,gemma-2-9b-it,humaneval,korbench,0.13065889212827986,0.0
model,gemma-2-9b-it,humaneval,math500,0.3243731778425657,0.0
model,gemma-2-9b-it,humaneval,mbpp,0.029873397499900034,0.266
model,gemma-2-9b-it,humaneval,medqa,0.03877856303329119,0.182
model,gemma-2-9b-it,humaneval,meld,0.011091736133850394,0.41
model,gemma-2-9b-it,korbench,math500,0.19371428571428584,0.0
model,gemma-2-9b-it,korbench,mbpp,0.1605322896281799,0.0
model,gemma-2-9b-it,korbench,medqa,0.09188032909498867,0.0
model,gemma-2-9b-it,korbench,meld,0.14175062826213025,0.0
model,gemma-2-9b-it,math500,mbpp,0.35424657534246573,0.0
model,gemma-2-9b-it,math500,medqa,0.2855946148092745,0.0
model,gemma-2-9b-it,math500,meld,0.3354649139764161,0.0
model,gemma-2-9b-it,mbpp,medqa,0.06865196053319123,0.0
model,gemma-2-9b-it,mbpp,meld,0.01878166136604964,0.208
model,gemma-2-9b-it,medqa,meld,0.049870299167141585,0.008
model,glm-4-9b-chat,emorynlp,finqa,0.13405474574385223,0.0
model,glm-4-9b-chat,emorynlp,humaneval,0.15567676147697618,0.0
model,glm-4-9b-chat,emorynlp,korbench,0.1108188653451811,0.0
model,glm-4-9b-chat,emorynlp,math500,0.2938664843928003,0.0
model,glm-4-9b-chat,emorynlp,mbpp,0.02815569434170717,0.092
model,glm-4-9b-chat,emorynlp,medqa,0.0777807202442089,0.002
model,glm-4-9b-chat,emorynlp,meld,0.02515407105536016,0.112
model,glm-4-9b-chat,finqa,humaneval,0.2897315072208284,0.0
model,glm-4-9b-chat,finqa,korbench,0.023235880398671138,0.13
model,glm-4-9b-chat,finqa,math500,0.15981173864894804,0.0
model,glm-4-9b-chat,finqa,mbpp,0.1622104400855594,0.0
model,glm-4-9b-chat,finqa,medqa,0.05627402549964333,0.006
model,glm-4-9b-chat,finqa,meld,0.1592088167992124,0.0
model,glm-4-9b-chat,humaneval,korbench,0.26649562682215727,0.0
model,glm-4-9b-chat,humaneval,math500,0.44954324586977645,0.0
model,glm-4-9b-chat,humaneval,mbpp,0.127521067135269,0.0
model,glm-4-9b-chat,humaneval,medqa,0.23345748172118508,0.0
model,glm-4-9b-chat,humaneval,meld,0.13052269042161602,0.002
model,glm-4-9b-chat,korbench,math500,0.18304761904761918,0.0
model,glm-4-9b-chat,korbench,mbpp,0.13897455968688827,0.0
model,glm-4-9b-chat,korbench,medqa,0.033038145100972194,0.046
model,glm-4-9b-chat,korbench,meld,0.13597293640054126,0.0
model,glm-4-9b-chat,math500,mbpp,0.32202217873450745,0.0
model,glm-4-9b-chat,math500,medqa,0.21608576414859137,0.0
model,glm-4-9b-chat,math500,meld,0.31902055544816044,0.0
model,glm-4-9b-chat,mbpp,medqa,0.10593641458591607,0.0
model,glm-4-9b-chat,mbpp,meld,0.0030016232863470105,0.44
model,glm-4-9b-chat,medqa,meld,0.10293479129956906,0.0
