side,agent,partner_1,partner_2,base_gap,bootstrap_flip_probability
model,Intern-S1-mini,korbench,math500,0.3506666666666667,0.0
model,Intern-S1-mini,korbench,mbpp,0.13079452054794516,0.0
model,Intern-S1-mini,korbench,medqa,0.11771727748691108,0.0
model,Intern-S1-mini,korbench,meld,0.06585115020297694,0.008
model,Intern-S1-mini,math500,mbpp,0.48146118721461184,0.0
model,Intern-S1-mini,math500,medqa,0.2329493891797556,0.0
model,Intern-S1-mini,math500,meld,0.4165178168696436,0.0
model,Intern-S1-mini,mbpp,medqa,0.24851179803485623,0.0
model,Intern-S1-mini,mbpp,meld,0.06494337034496822,0.01
model,Intern-S1-mini,medqa,meld,0.18356842768988801,0.0
model,Qwen2.5-Coder-7B-Instruct,emorynlp,finqa,0.2979442528096139,0.0
model,Qwen2.5-Coder-7B-Instruct,emorynlp,humaneval,0.49223708622204865,0.0
model,Qwen2.5-Coder-7B-Instruct,emorynlp,korbench,0.009830940988835746,0.374
model,Qwen2.5-Coder-7B-Instruct,emorynlp,math500,0.3288357256778309,0.0
model,Qwen2.5-Coder-7B-Instruct,emorynlp,mbpp,0.41577636494723735,0.0
model,Qwen2.5-Coder-7B-Instruct,emorynlp,medqa,0.13194218292041382,0.0
model,Qwen2.5-Coder-7B-Instruct,emorynlp,meld,0.1886553016814394,0.0
model,Qwen2.5-Coder-7B-Instruct,finqa,humaneval,0.19429283341243475,0.0
model,Qwen2.5-Coder-7B-Instruct,finqa,korbench,0.30777519379844964,0.0
model,Qwen2.5-Coder-7B-Instruct,finqa,math500,0.03089147286821703,0.182
model,Qwen2.5-Coder-7B-Instruct,finqa,mbpp,0.11783211213762346,0.0
model,Qwen2.5-Coder-7B-Instruct,finqa,medqa,0.16600206988920008,0.0
model,Qwen2.5-Coder-7B-Instruct,finqa,meld,0.1092889511281745,0.0
model,Qwen2.5-Coder-7B-Instruct,humaneval,korbench,0.5020680272108844,0.0
model,Qwen2.5-Coder-7B-Instruct,humaneval,math500,0.16340136054421772,0.0
model,Qwen2.5-Coder-7B-Instruct,humaneval,mbpp,0.0764607212748113,0.036
model,Qwen2.5-Coder-7B-Instruct,humaneval,medqa,0.36029490330163483,0.0
model,Qwen2.5-Coder-7B-Instruct,humaneval,meld,0.30358178454060925,0.0
model,Qwen2.5-Coder-7B-Instruct,korbench,math500,0.33866666666666667,0.0
model,Qwen2.5-Coder-7B-Instruct,korbench,mbpp,0.4256073059360731,0.0
model,Qwen2.5-Coder-7B-Instruct,korbench,medqa,0.14177312390924957,0.0
model,Qwen2.5-Coder-7B-Instruct,korbench,meld,0.19848624267027515,0.0
model,Qwen2.5-Coder-7B-Instruct,math500,mbpp,0.08694063926940643,0.0
model,Qwen2.5-Coder-7B-Instruct,math500,medqa,0.1968935427574171,0.0
model,Qwen2.5-Coder-7B-Instruct,math500,meld,0.14018042399639152,0.0
model,Qwen2.5-Coder-7B-Instruct,mbpp,medqa,0.28383418202682353,0.0
model,Qwen2.5-Coder-7B-Instruct,mbpp,meld,0.22712106326579795,0.0
model,Qwen2.5-Coder-7B-Instruct,medqa,meld,0.05671311876102558,0.014
model,Qwen3-8B,emorynlp,finqa,0.3598670301546678,0.0
model,Qwen3-8B,emorynlp,humaneval,0.27746313836539394,0.0
model,Qwen3-8B,emorynlp,korbench,0.1564019138755981,0.0
model,Qwen3-8B,emorynlp,math500,0.564401913875598,0.0
model,Qwen3-8B,emorynlp,mbpp,0.17919643442354327,0.0
model,Qwen3-8B,emorynlp,medqa,0.4045066259174829,0.0
model,Qwen3-8B,emorynlp,meld,0.1643207230772219,0.0
model,Qwen3-8B,finqa,humaneval,0.08240389178927388,0.046
model,Qwen3-8B,finqa,korbench,0.2034651162790697,0.0
model,Qwen3-8B,finqa,math500,0.2045348837209302,0.0
model,Qwen3-8B,finqa,mbpp,0.18067059573112454,0.0
model,Qwen3-8B,finqa,medqa,0.044639595762815065,0.024
model,Qwen3-8B,finqa,meld,0.1955463070774459,0.0
model,Qwen3-8B,humaneval,korbench,0.12106122448979584,0.014
model,Qwen3-8B,humaneval,math500,0.2869387755102041,0.0
model,Qwen3-8B,humaneval,mbpp,0.09826670394185066,0.038
model,Qwen3-8B,humaneval,medqa,0.12704348755208894,0.002
model,Qwen3-8B,humaneval,meld,0.11314241528817204,0.018
model,Qwen3-8B,korbench,math500,0.4079999999999999,0.0
model,Qwen3-8B,korbench,mbpp,0.022794520547945174,0.184
model,Qwen3-8B,korbench,medqa,0.24810471204188478,0.0
model,Qwen3-8B,korbench,meld,0.0079188092016238,0.352
model,Qwen3-8B,math500,mbpp,0.38520547945205474,0.0
model,Qwen3-8B,math500,medqa,0.15989528795811514,0.0
model,Qwen3-8B,math500,meld,0.4000811907983761,0.0
model,Qwen3-8B,mbpp,medqa,0.2253101914939396,0.0
model,Qwen3-8B,mbpp,meld,0.014875711346321374,0.276
model,Qwen3-8B,medqa,meld,0.24018590284026098,0.0
model,gemma-2-9b-it,emorynlp,finqa,0.2701749749638367,0.0
model,gemma-2-9b-it,emorynlp,humaneval,0.2414315008299971,0.0
model,gemma-2-9b-it,emorynlp,korbench,0.03748006379585328,0.098
model,gemma-2-9b-it,emorynlp,math500,0.1291866028708134,0.0
model,gemma-2-9b-it,emorynlp,mbpp,0.2422003015009504,0.0
model,gemma-2-9b-it,emorynlp,medqa,0.26400335679751497,0.0
model,gemma-2-9b-it,emorynlp,meld,0.16504587215362798,0.0
model,gemma-2-9b-it,finqa,humaneval,0.028743474133839597,0.27
model,gemma-2-9b-it,finqa,korbench,0.30765503875968997,0.0
model,gemma-2-9b-it,finqa,math500,0.14098837209302328,0.0
model,gemma-2-9b-it,finqa,mbpp,0.02797467346288629,0.144
model,gemma-2-9b-it,finqa,medqa,0.006171618166321724,0.406
model,gemma-2-9b-it,finqa,meld,0.10512910281020871,0.0
model,gemma-2-9b-it,humaneval,korbench,0.27891156462585037,0.0
model,gemma-2-9b-it,humaneval,math500,0.11224489795918369,0.02
model,gemma-2-9b-it,humaneval,mbpp,0.0007688006709533068,0.49
model,gemma-2-9b-it,humaneval,medqa,0.022571855967517873,0.32
model,gemma-2-9b-it,humaneval,meld,0.07638562867636911,0.07
model,gemma-2-9b-it,korbench,math500,0.16666666666666669,0.0
model,gemma-2-9b-it,korbench,mbpp,0.2796803652968037,0.0
model,gemma-2-9b-it,korbench,medqa,0.30148342059336825,0.0
model,gemma-2-9b-it,korbench,meld,0.20252593594948126,0.0
model,gemma-2-9b-it,math500,mbpp,0.113013698630137,0.0
model,gemma-2-9b-it,math500,medqa,0.13481675392670156,0.0
model,gemma-2-9b-it,math500,meld,0.035859269282814576,0.122
model,gemma-2-9b-it,mbpp,medqa,0.021803055296564566,0.192
model,gemma-2-9b-it,mbpp,meld,0.07715442934732242,0.002
model,gemma-2-9b-it,medqa,meld,0.09895748464388698,0.0
model,glm-4-9b-chat,emorynlp,finqa,0.19698592411260712,0.0
model,glm-4-9b-chat,emorynlp,humaneval,0.38668098818474755,0.0
model,glm-4-9b-chat,emorynlp,korbench,0.01108771929824559,0.364
model,glm-4-9b-chat,emorynlp,math500,0.1649122807017544,0.0
model,glm-4-9b-chat,emorynlp,mbpp,0.2497296322999279,0.0
model,glm-4-9b-chat,emorynlp,medqa,0.23890879030035822,0.0
model,glm-4-9b-chat,emorynlp,meld,0.1863827362723453,0.0
model,glm-4-9b-chat,finqa,humaneval,0.18969506407214043,0.0
model,glm-4-9b-chat,finqa,korbench,0.20807364341085272,0.0
model,glm-4-9b-chat,finqa,math500,0.032073643410852726,0.14
model,glm-4-9b-chat,finqa,mbpp,0.05274370818732077,0.028
model,glm-4-9b-chat,finqa,medqa,0.041922866187751096,0.064
model,glm-4-9b-chat,finqa,meld,0.010603187840261818,0.308
model,glm-4-9b-chat,humaneval,korbench,0.39776870748299314,0.0
model,glm-4-9b-chat,humaneval,math500,0.22176870748299315,0.0
model,glm-4-9b-chat,humaneval,mbpp,0.13695135588481966,0.002
model,glm-4-9b-chat,humaneval,medqa,0.14777219788438933,0.002
model,glm-4-9b-chat,humaneval,meld,0.20029825191240225,0.0
model,glm-4-9b-chat,korbench,math500,0.176,0.0
model,glm-4-9b-chat,korbench,mbpp,0.2608173515981735,0.0
model,glm-4-9b-chat,korbench,medqa,0.2499965095986038,0.0
model,glm-4-9b-chat,korbench,meld,0.1974704555705909,0.0
model,glm-4-9b-chat,math500,mbpp,0.0848173515981735,0.002
model,glm-4-9b-chat,math500,medqa,0.07399650959860382,0.01
model,glm-4-9b-chat,math500,meld,0.021470455570590907,0.256
model,glm-4-9b-chat,mbpp,medqa,0.010820841999569675,0.32
model,glm-4-9b-chat,mbpp,meld,0.06334689602758259,0.006
model,glm-4-9b-chat,medqa,meld,0.052526054028012914,0.02
