N,K,seed,stopped,T_stop,correct_at_stop,oracle_str,committed_str,final_regret,stable_under_truth,stable_under_hat,reason_truth,reason_hat,constant
8,8,35,False,100000,0,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-math500), (Fin-R1-humaneval), (GLM-Z1-9B-0414-finqa), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-medqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])",99825,0,1,"Blocking pair: (GLM-Z1-9B-0414, math500)",,0.25
8,8,36,False,100000,1,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])",15775,1,1,,,0.25
8,8,37,False,100000,0,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-math500), (Fin-R1-humaneval), (GLM-Z1-9B-0414-finqa), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-medqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])",98800,0,1,"Blocking pair: (GLM-Z1-9B-0414, math500)",,0.25
8,8,38,False,100000,1,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])",63575,1,1,,,0.25
8,8,39,False,100000,0,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-math500), (Fin-R1-humaneval), (GLM-Z1-9B-0414-finqa), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-medqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])",63025,0,1,"Blocking pair: (GLM-Z1-9B-0414, math500)",,0.25
8,8,40,False,100000,1,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])",13125,1,1,,,0.25
8,8,41,False,100000,0,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-meld), (glm-4-9b-chat-emorynlp)], unmatched_men=[], unmatched_women=[])",86025,0,1,"Blocking pair: (gemma-2-9b-it, emorynlp)",,0.25
8,8,42,False,100000,1,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])",13675,1,1,,,0.25
8,8,43,False,100000,1,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])",28000,1,1,,,0.25
8,8,44,False,100000,0,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-math500), (Fin-R1-humaneval), (GLM-Z1-9B-0414-finqa), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-medqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])",88075,0,1,"Blocking pair: (GLM-Z1-9B-0414, math500)",,0.25
8,8,45,False,100000,1,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])",11125,1,1,,,0.25
8,8,46,False,100000,1,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])",15325,1,1,,,0.25
8,8,47,False,100000,1,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])",39650,1,1,,,0.25
8,8,48,False,100000,1,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])",31625,1,1,,,0.25
8,8,49,False,100000,0,"Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-medqa), (Fin-R1-humaneval), (GLM-Z1-9B-0414-math500), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-finqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])","Matching(pairs=[(DeepSeek-R1-0528-Qwen3-8B-math500), (Fin-R1-humaneval), (GLM-Z1-9B-0414-finqa), (Intern-S1-mini-korbench), (Qwen2.5-Coder-7B-Instruct-mbpp), (Qwen3-8B-medqa), (gemma-2-9b-it-emorynlp), (glm-4-9b-chat-meld)], unmatched_men=[], unmatched_women=[])",97475,0,1,"Blocking pair: (GLM-Z1-9B-0414, math500)",,0.25
